"ID","COMP1","COMP2","HVTYPE","KIJSRK","KIJTSRK","KIJTType","KIJPR","KIJTPR","KIJPCSAFT","HVALPHA","HVGIJ","HVGJI","CalcWij","W1","W2","W3","WSTYPE","KIJWS","NRTLALPHA","NRTLGIJ","NRTLGJI","GIJVISC","HVGIJT","HVGJIT","WSGIJT","WSGJIT","cpakij_SRK","cpakijT_SRK","cpakijx_SRK","cpakjix_SRK","cpakij_PR","KIJWSunifac","aijDesMath","bijDesMath","cpaAssosiationType","cpaBetaCross","cpaEpsCross"
7396,"3-m-C5                                            ","MDEA+                                             ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
7397,"n-hexane                                          ","MDEA+                                             ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
7399,"m-c-C5                                            ","MDEA+                                             ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
7400,"benzene                                           ","MDEA+                                             ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
7401,"c-hexane                                          ","MDEA+                                             ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
7402,"223-tm-C4                                         ","MDEA+                                             ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
7403,"3,3-dim-C5                                        ","MDEA+                                             ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
7404,"n-heptane","MDEA+                                             ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
7405,"m-c-C6                                            ","MDEA+                                             ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
7406,"et-c-C5                                           ","MDEA+                                             ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
7407,"toluene                                           ","MDEA+                                             ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
7408,"c-c7                                              ","MDEA+                                             ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
7409,"11-dm-c-C6                                        ","MDEA+                                             ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
7410,"c-c8                                              ","MDEA+                                             ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
7411,"c-12-dmcC6                                        ","MDEA+                                             ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
7412,"et-benzene                                        ","MDEA+                                             ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
7413,"H3O+                                              ","MDEA+                                             ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
7414,"MDEA                                              ","MDEA+                                             ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,1,-6.035675e-04,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
7415,"HCO3-                                             ","MDEA+                                             ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,1,-2.16497e-04,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,-1.44e-03,0.00,0,0.00,0.00
7416,"OH-                                               ","MDEA+                                             ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
7417,"Na+                                               ","MDEA+                                             ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
7418,"Cl-                                               ","MDEA+                                             ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
7419,"Ca++                                              ","MDEA+                                             ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
7420,"Li+                                               ","MDEA+                                             ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
7421,"Br-                                               ","MDEA+                                             ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
7422,"NH4+                                              ","MDEA+                                             ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
7423,"CO3--                                             ","MDEA+                                             ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,-2.74132e-04,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
7424,"DEACOO-                                           ","MDEA+                                             ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
7425,"DEA                                               ","MDEA+                                             ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
7426,"DEA+                                              ","MDEA+                                             ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
7427,"BEA                                               ","MDEA+                                             ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
7428,"BEA+                                              ","MDEA+                                             ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
7429,"BEACOO-                                           ","MDEA+                                             ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
7430,"K+                                                ","MDEA+                                             ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
7431,"HS-                                               ","MDEA+                                             ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,-1.49475e-04,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
7432,"S--                                               ","MDEA+                                             ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
7433,"I-                                                ","MDEA+                                             ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
7434,"Mg++                                              ","MDEA+                                             ","Classic                                           ",0.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7435,"Ba++                                              ","MDEA+                                             ","Classic                                           ",0.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
